index,code,description
1927,624110,Child and Youth Services
1928,62412,Services for the Elderly and Persons with Disabilities
1929,624120,Services for the Elderly and Persons with Disabilities
1930,62419,Other Individual and Family Services
1931,624190,Other Individual and Family Services
1932,6242,"Community Food and Housing, and Emergency and Other Relief Services"
1933,62421,Community Food Services
1934,624210,Community Food Services
1935,62422,Community Housing Services
1936,624221,Temporary Shelters
1937,624229,Other Community Housing Services
1938,62423,Emergency and Other Relief Services
1939,624230,Emergency and Other Relief Services
1940,6243,Vocational Rehabilitation Services
1941,62431,Vocational Rehabilitation Services
1942,624310,Vocational Rehabilitation Services
1943,6244,Child Day Care Services
1944,62441,Child Day Care Services
1945,624410,Child Day Care Services
1946,71,"Arts, Entertainment, and Recreation"
1947,711,"Performing Arts, Spectator Sports, and Related Industries"
1948,7111,Performing Arts Companies
1949,71111,Theater Companies and Dinner Theaters
1950,711110,Theater Companies and Dinner Theaters
1951,71112,Dance Companies
1952,711120,Dance Companies
1953,71113,Musical Groups and Artists
1954,711130,Musical Groups and Artists
1955,71119,Other Performing Arts Companies
1956,711190,Other Performing Arts Companies
1957,7112,Spectator Sports
1958,71121,Spectator Sports
1959,711211,Sports Teams and Clubs
1960,711212,Racetracks
1961,711219,Other Spectator Sports
1962,7113,"Promoters of Performing Arts, Sports, and Similar Events"
1963,71131,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
1964,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
1965,71132,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1966,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1967,7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1968,71141,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1969,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
1970,7115,"Independent Artists, Writers, and Performers"
1971,71151,"Independent Artists, Writers, and Performers"
1972,711510,"Independent Artists, Writers, and Performers"
1973,712,"Museums, Historical Sites, and Similar Institutions"
1974,7121,"Museums, Historical Sites, and Similar Institutions"
1975,71211,Museums
1976,712110,Museums
1977,71212,Historical Sites
1978,712120,Historical Sites
1979,71213,Zoos and Botanical Gardens
1980,712130,Zoos and Botanical Gardens
1981,71219,Nature Parks and Other Similar Institutions
1982,712190,Nature Parks and Other Similar Institutions
1983,713,"Amusement, Gambling, and Recreation Industries"
1984,7131,Amusement Parks and Arcades
1985,71311,Amusement and Theme Parks
1986,713110,Amusement and Theme Parks
1987,71312,Amusement Arcades
1988,713120,Amusement Arcades
1989,7132,Gambling Industries
1990,71321,Casinos (except Casino Hotels)
1991,713210,Casinos (except Casino Hotels)
1992,71329,Other Gambling Industries
1993,713290,Other Gambling Industries
1994,7139,Other Amusement and Recreation Industries
1995,71391,Golf Courses and Country Clubs
1996,713910,Golf Courses and Country Clubs
1997,71392,Skiing Facilities
1998,713920,Skiing Facilities
1999,71393,Marinas
2000,713930,Marinas
2001,71394,Fitness and Recreational Sports Centers
2002,713940,Fitness and Recreational Sports Centers
2003,71395,Bowling Centers
2004,713950,Bowling Centers
2005,71399,All Other Amusement and Recreation Industries
2006,713990,All Other Amusement and Recreation Industries
2007,72,Accommodation and Food Services
2008,721,Accommodation
2009,7211,Traveler Accommodation
2010,72111,Hotels (except Casino Hotels) and Motels
2011,721110,Hotels (except Casino Hotels) and Motels
2012,72112,Casino Hotels
2013,721120,Casino Hotels
2014,72119,Other Traveler Accommodation
2015,721191,Bed-and-Breakfast Inns
2016,721199,All Other Traveler Accommodation
2017,7212,RV (Recreational Vehicle) Parks and Recreational Camps
2018,72121,RV (Recreational Vehicle) Parks and Recreational Camps
2019,721211,RV (Recreational Vehicle) Parks and Campgrounds
2020,721214,Recreational and Vacation Camps (except Campgrounds)
2021,7213,Rooming and Boarding Houses
2022,72131,Rooming and Boarding Houses
2023,721310,Rooming and Boarding Houses
2024,722,Food Services and Drinking Places
2025,7223,Special Food Services
2026,72231,Food Service Contractors
2027,722310,Food Service Contractors
2028,72232,Caterers
2029,722320,Caterers
2030,72233,Mobile Food Services
2031,722330,Mobile Food Services
2032,7224,Drinking Places (Alcoholic Beverages)
2033,72241,Drinking Places (Alcoholic Beverages)
2034,722410,Drinking Places (Alcoholic Beverages)
2035,7225,Restaurants and Other Eating Places
2036,72251,Restaurants and Other Eating Places
2037,722511,Full-Service Restaurants
2038,722513,Limited-Service Restaurants
2039,722514,"Cafeterias, Grill Buffets, and Buffets"
2040,722515,Snack and Nonalcoholic Beverage Bars
2041,81,Other Services (except Public Administration)
2042,811,Repair and Maintenance
2043,8111,Automotive Repair and Maintenance
2044,81111,Automotive Mechanical and Electrical Repair and Maintenance
2045,811111,General Automotive Repair
2046,811112,Automotive Exhaust System Repair
2047,811113,Automotive Transmission Repair
2048,811118,Other Automotive Mechanical and Electrical Repair and Maintenance
2049,81112,"Automotive Body, Paint, Interior, and Glass Repair"
2050,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
2051,811122,Automotive Glass Replacement Shops
2052,81119,Other Automotive Repair and Maintenance
2053,811191,Automotive Oil Change and Lubrication Shops
2054,811192,Car Washes
2055,811198,All Other Automotive Repair and Maintenance
2056,8112,Electronic and Precision Equipment Repair and Maintenance
2057,81121,Electronic and Precision Equipment Repair and Maintenance
2058,811211,Consumer Electronics Repair and Maintenance
2059,811212,Computer and Office Machine Repair and Maintenance
2060,811213,Communication Equipment Repair and Maintenance
2061,811219,Other Electronic and Precision Equipment Repair and Maintenance
2062,8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
2063,81131,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
2064,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
2065,8114,Personal and Household Goods Repair and Maintenance
2066,81141,Home and Garden Equipment and Appliance Repair and Maintenance
2067,811411,Home and Garden Equipment Repair and Maintenance
2068,811412,Appliance Repair and Maintenance
2069,81142,Reupholstery and Furniture Repair
2070,811420,Reupholstery and Furniture Repair
2071,81143,Footwear and Leather Goods Repair
2072,811430,Footwear and Leather Goods Repair
2073,81149,Other Personal and Household Goods Repair and Maintenance
2074,811490,Other Personal and Household Goods Repair and Maintenance
2075,812,Personal and Laundry Services
2076,8121,Personal Care Services
2077,81211,"Hair, Nail, and Skin Care Services"
2078,812111,Barber Shops
2079,812112,Beauty Salons
2080,812113,Nail Salons
2081,81219,Other Personal Care Services
2082,812191,Diet and Weight Reducing Centers
2083,812199,Other Personal Care Services
2084,8122,Death Care Services
2085,81221,Funeral Homes and Funeral Services
2086,812210,Funeral Homes and Funeral Services
2087,81222,Cemeteries and Crematories
2088,812220,Cemeteries and Crematories
2089,8123,Drycleaning and Laundry Services
2090,81231,Coin-Operated Laundries and Drycleaners
2091,812310,Coin-Operated Laundries and Drycleaners
2092,81232,Drycleaning and Laundry Services (except Coin-Operated)
2093,812320,Drycleaning and Laundry Services (except Coin-Operated)
2094,81233,Linen and Uniform Supply
2095,812331,Linen Supply
2096,812332,Industrial Launderers
2097,8129,Other Personal Services
2098,81291,Pet Care (except Veterinary) Services
2099,812910,Pet Care (except Veterinary) Services
2100,81292,Photofinishing
2101,812921,Photofinishing Laboratories (except One-Hour)
2102,812922,One-Hour Photofinishing
2103,81293,Parking Lots and Garages
2104,812930,Parking Lots and Garages
2105,81299,All Other Personal Services
2106,812990,All Other Personal Services
2107,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations"
2108,8131,Religious Organizations
2109,81311,Religious Organizations
2110,813110,Religious Organizations
2111,8132,Grantmaking and Giving Services
2112,81321,Grantmaking and Giving Services
2113,813211,Grantmaking Foundations
2114,813212,Voluntary Health Organizations
2115,813219,Other Grantmaking and Giving Services
2116,8133,Social Advocacy Organizations
2117,81331,Social Advocacy Organizations
2118,813311,Human Rights Organizations
2119,813312,"Environment, Conservation and Wildlife Organizations"
2120,813319,Other Social Advocacy Organizations
2121,8134,Civic and Social Organizations
2122,81341,Civic and Social Organizations
2123,813410,Civic and Social Organizations
2124,8139,"Business, Professional, Labor, Political, and Similar Organizations"
2125,81391,Business Associations
2126,813910,Business Associations
2127,81392,Professional Organizations
2128,813920,Professional Organizations
2129,81393,Labor Unions and Similar Labor Organizations
2130,813930,Labor Unions and Similar Labor Organizations
2131,81394,Political Organizations
2132,813940,Political Organizations
2133,81399,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
2134,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
2135,814,Private Households
2136,8141,Private Households
2137,81411,Private Households
2138,814110,Private Households
2139,92,Public Administration
2140,921,"Executive, Legislative, and Other General Government Support"
2141,9211,"Executive, Legislative, and Other General Government Support"
2142,92111,Executive Offices
2143,921110,Executive Offices
2144,92112,Legislative Bodies
2145,921120,Legislative Bodies
2146,92113,Public Finance Activities
2147,921130,Public Finance Activities
2148,92114,"Executive and Legislative Offices, Combined"
2149,921140,"Executive and Legislative Offices, Combined"
2150,92115,American Indian and Alaska Native Tribal Governments
2151,921150,American Indian and Alaska Native Tribal Governments
2152,92119,Other General Government Support
2153,921190,Other General Government Support
2154,922,"Justice, Public Order, and Safety Activities"
2155,9221,"Justice, Public Order, and Safety Activities"
2156,92211,Courts
2157,922110,Courts
2158,92212,Police Protection
2159,922120,Police Protection
2160,92213,Legal Counsel and Prosecution
2161,922130,Legal Counsel and Prosecution
2162,92214,Correctional Institutions
2163,922140,Correctional Institutions
2164,92215,Parole Offices and Probation Offices
2165,922150,Parole Offices and Probation Offices
2166,92216,Fire Protection
2167,922160,Fire Protection
2168,92219,"Other Justice, Public Order, and Safety Activities"
2169,922190,"Other Justice, Public Order, and Safety Activities"
2170,923,Administration of Human Resource Programs
2171,9231,Administration of Human Resource Programs
2172,92311,Administration of Education Programs
2173,923110,Administration of Education Programs
2174,92312,Administration of Public Health Programs
2175,923120,Administration of Public Health Programs
2176,92313,"Administration of Human Resource Programs (except Education, Public Health, and Veterans Affairs Programs)"
2177,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans Affairs Programs)"
2178,92314,Administration of Veterans Affairs
2179,923140,Administration of Veterans Affairs
2180,924,Administration of Environmental Quality Programs
2181,9241,Administration of Environmental Quality Programs
2182,92411,Administration of Air and Water Resource and Solid Waste Management Programs
2183,924110,Administration of Air and Water Resource and Solid Waste Management Programs
2184,92412,Administration of Conservation Programs
2185,924120,Administration of Conservation Programs
2186,925,"Administration of Housing Programs, Urban Planning, and Community Development"
2187,9251,"Administration of Housing Programs, Urban Planning, and Community Development"
2188,92511,Administration of Housing Programs
2189,925110,Administration of Housing Programs
2190,92512,Administration of Urban Planning and Community and Rural Development
2191,925120,Administration of Urban Planning and Community and Rural Development
2192,926,Administration of Economic Programs
2193,9261,Administration of Economic Programs
2194,92611,Administration of General Economic Programs
2195,926110,Administration of General Economic Programs
2196,92612,Regulation and Administration of Transportation Programs
2197,926120,Regulation and Administration of Transportation Programs
2198,92613,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
2199,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
2200,92614,Regulation of Agricultural Marketing and Commodities
2201,926140,Regulation of Agricultural Marketing and Commodities
2202,92615,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
2203,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
2204,927,Space Research and Technology
2205,9271,Space Research and Technology
2206,92711,Space Research and Technology
2207,927110,Space Research and Technology
2208,928,National Security and International Affairs
2209,9281,National Security and International Affairs
2210,92811,National Security
2211,928110,National Security
2212,92812,International Affairs
2213,928120,International Affairs
